175200
3600
71		0		5.975
72		0		5.85
73		0		5.725
74		0		5.6
73		0		5.725
72		0		5.85
71		0		5.975
70		0		6.1
69		0		6.225
68		0		6.35
67		0		6.475
66		0		6.6
65		0		6.725
64		0		6.725
63		0		6.85
62		0		6.975
61		0		7.1
60		0		7.225
59		0		7.35
58		0		7.475
57		0		7.6
56		0		7.725
55		0		7.85
54		0		7.975
55		0		8.1
54		0		8.225
55		0		8.35
54		0		8.475
53		0		8.6
52		0		8.725
51		0		8.85
50		0		8.975
49		0		9.1
48		0		9.225
47		0		9.35
46		0		9.475
45		0		9.6
44		0		9.725
45		0		9.725
46		0		9.85
45		0		9.975
46		0		10.1
45		0		10.225
46		0		10.35
45		0		10.475
46		0		10.6
45		0		10.725
46		0		10.85
45		0		10.975
46		0		11.1
45		0		11.225
44		0		11.35
43		0		11.225
42		0		11.1
41		0		10.975
40		0		11.1
39		0		10.975
38		0		11.1
37		0		10.975
36		0		11.1
35		0		10.975
34		0		11.1
35		0		11.225
36		0		11.35
37		0		11.475
38		0		11.6
39		0		11.725
40		0		11.85
41		0		11.975
42		0		12.1
43		0		12.225
44		0		12.35
45		0		12.475
46		0		12.6
47		0		12.725
46		0		12.85
45		0		12.725
44		0		12.6
43		0		12.475
42		0		12.35
41		0		12.225
40		0		12.1
40		0		11.975
39		0		11.85
40		0		11.975
41		0		11.975
42		0		12.1
43		0		12.225
44		0		12.35
45		0		12.475
46		0		12.6
47		0		12.725
48		0		12.85
49		0		12.975
50		0		13.1
51		0		13.225
52		0		13.35
53		0		13.475
54		0		13.6
53		0		13.6
52		0		13.475
51		0		13.35
50		0		13.225
49		0		13.1
48		0		12.975
47		0		12.85
46		0		12.725
45		0		12.725
44		0		12.85
43		0		12.975
44		0		13.1
45		0		13.225
46		0		13.35
47		0		13.475
48		0		13.6
49		0		13.725
50		0		13.85
51		0		13.975
50		0		14.1
51		0		14.225
52		0		14.35
53		0		14.475
54		0		14.6
53		0		14.725
52		0		14.6
51		0		14.475
50		0		14.35
49		0		14.225
50		0		14.1
49		0		13.975
48		0		14.1
48		0		14.225
47		0		14.35
46		0		14.475
45		0		14.6
46		0		14.475
47		0		14.35
48		0		14.225
49		0		14.1
50		0		13.975
51		0		13.85
52		0		13.725
53		0		13.6
54		0		13.475
55		0		13.35
56		0		13.35
55		0		13.225
54		0		13.1
53		0		12.975
52		0		12.85
51		0		12.725
50		0		12.6
49		0		12.475
48		0		12.35
49		0		12.225
48		0		12.1
49		0		12.1
50		0		12.225
51		0		12.35
52		0		12.475
53		0		12.35
54		0		12.475
55		0		12.35
56		0		12.475
57		0		12.35
58		0		12.475
59		0		12.35
60		0		12.475
61		0		12.35
62		0		12.475
63		0		12.35
64		0		12.475
63		0		12.35
62		0		12.225
61		0		12.1
60		0		11.975
59		0		11.85
58		0		11.725
57		0		11.6
56		0		11.6
55		0		11.475
54		0		11.6
55		0		11.725
56		0		11.85
57		0		11.975
58		0		11.85
59		0		11.725
60		0		11.6
61		0		11.725
62		0		11.6
63		0		11.725
64		0		11.6
64		0		11.6
64		0		11.725
65		0		11.6
66		0		11.725
65		0		11.6
64		0		11.475
63		0		11.35
62		0		11.225
61		0		11.1
60		0		10.975
59		0		10.85
58		0		10.85
57		0		10.725
56		0		10.725
55		0		10.85
56		0		10.975
57		0		11.1
58		0		11.225
59		0		11.35
60		0		11.475
61		0		11.6
62		0		11.725
63		0		11.85
64		0		11.975
65		0		12.1
66		0		12.225
67		0		12.35
66		0		12.475
65		0		12.35
64		0		12.225
63		0		12.1
62		0		11.975
61		0		11.85
60		0		11.725
59		0		11.6
58		0		11.725
57		0		11.85
56		0		11.975
55		0		12.1
54		0		12.225
53		0		12.35
52		0		12.475
51		0		12.6
50		0		12.725
51		0		12.85
52		0		12.975
53		0		13.1
